order_date,category_name,product_name,product_price,order_qty,total_sales,cust_email,cust_city
2/10/2020,Drone Kits,BYOD-400S,129.95,1,129.95,aolekhovn7@webmd.com#mailto:aolekhovn7@webmd.com#,Salt Lake City
2/10/2020,eBooks,Photograph Drones,14.99,3,44.97,ewinman95@twitter.com#mailto:ewinman95@twitter.com#,Las Vegas
2/10/2020,Robot Kits,BYOR-1000,189,3,567,jhallidayrl@dell.com#mailto:jhallidayrl@dell.com#,Portland
2/10/2020,Training Videos,AI for Educators,49.95,2,99.9,ttoulchi5@ehow.com#mailto:ttoulchi5@ehow.com#,Phoenix
2/11/2020,Drone Kits,BYOD-400S,129.95,5,649.75,bcrowthergs@cyberchimps.com#mailto:bcrowthergs@cyberchimps.com#,Tucson
2/11/2020,Drones,DC-304 Drone,395,3,1185,swelmanod@google.it#mailto:swelmanod@google.it#,Columbus
2/11/2020,eBooks,Multi Rotor Drones,24.95,3,74.85,bsortongk@amazon.de#mailto:bsortongk@amazon.de#,Bismarck
2/11/2020,eBooks,RTF Drones,16.99,4,67.96,tmariansc4@dmoz.org#mailto:tmariansc4@dmoz.org#,Corona
2/11/2020,Robots,RQTE-554 Robot,684,2,1368,mbuckmaster6b@mediafire.com#mailto:mbuckmaster6b@mediafire.com#,Detroit
2/12/2020,Blueprints,Bsquare Robot Blueprint,8.99,6,53.94,brickabya2@europa.eu#mailto:brickabya2@europa.eu#,Kansas City
2/12/2020,Drone Kits,BYOD-220,69,4,276,kbrewittgf@mac.com#mailto:kbrewittgf@mac.com#,Flint
2/12/2020,Drones,DA-SA702 Drone,399,4,1596,gmacenzy8g@constantcontact.com#mailto:gmacenzy8g@constantcontact.com#,Springfield
2/12/2020,Drones,DTI-84 Drone,455,1,455,gsemered1u@dot.gov#mailto:gsemered1u@dot.gov#,Washington
2/12/2020,eBooks,Polar Robots,23.99,5,119.95,ecolepl@youku.com#mailto:ecolepl@youku.com#,Hartford
2/12/2020,Robots,RLK-9920 Robot,699,6,4194,hfaulconerbv@msu.edu#mailto:hfaulconerbv@msu.edu#,Galveston
2/12/2020,Training Videos,Robotic Essentials,34.99,5,174.95,egrombridge88@upenn.edu#mailto:egrombridge88@upenn.edu#,Washington
2/12/2020,Training Videos,Understanding 3D Printing,42.99,5,214.95,larnaudonqm@uol.com.br#mailto:larnaudonqm@uol.com.br#,Denver
2/13/2020,Drones,DX-145 Drone,250,2,500,roxtibyp1@slashdot.org#mailto:roxtibyp1@slashdot.org#,Des Moines
2/13/2020,eBooks,Spherical Robots,16.75,5,83.75,salbrightonbf@paginegialle.it#mailto:salbrightonbf@paginegialle.it#,Washington
2/13/2020,Robot Kits,BYOR-3000,214,4,856,cnenolz@mediafire.com#mailto:cnenolz@mediafire.com#,Aurora
2/13/2020,Robots,RLK-9920 Robot,699,5,3495,ggoodere4q@scientificamerican.com#mailto:ggoodere4q@scientificamerican.com#,Omaha
2/13/2020,Training Videos,Open Source Code,32.95,5,164.75,genochef@networkadvertising.org#mailto:genochef@networkadvertising.org#,Zephyrhills
2/14/2020,Drone Kits,BYOD-400S,129.95,2,259.9,cswanm7@ft.com#mailto:cswanm7@ft.com#,Redwood City
2/14/2020,Robots,RCB-889 Robot,549,3,1647,pstonehewerha@state.tx.us#mailto:pstonehewerha@state.tx.us#,Houston
2/14/2020,Training Videos,Drone Video Techniques,37.99,4,151.96,ascawtonqi@meetup.com#mailto:ascawtonqi@meetup.com#,Abilene
2/15/2020,Blueprints,Creature Robot Arms Blueprint,12,3,36,rterzinc@youtu.be#mailto:rterzinc@youtu.be#,Roanoke
2/15/2020,Blueprints,Creature Robot Arms Blueprint,12,6,72,cklemenzmn@ezinearticles.com#mailto:cklemenzmn@ezinearticles.com#,Oakland
2/15/2020,Blueprints,Hexacopter Drone Blueprint,8.99,2,17.98,ldreschler65@reverbnation.com#mailto:ldreschler65@reverbnation.com#,Little Rock
2/15/2020,Drone Kits,BYOD-500,167,2,334,bhargeriehi@bandcamp.com#mailto:bhargeriehi@bandcamp.com#,Phoenix
2/15/2020,eBooks,Photograph Drones,14.99,5,74.95,bwaiton1@geocities.com#mailto:bwaiton1@geocities.com#,Madison
2/16/2020,Drones,DA-SA702 Drone,399,3,1197,bshavelo8@ihg.com#mailto:bshavelo8@ihg.com#,Atlanta
2/16/2020,Drones,DC-304 Drone,395,5,1975,jdoubrava7@naver.com#mailto:jdoubrava7@naver.com#,Saint Louis
2/16/2020,Drones,DTD-7000 Drone,450,1,450,nsexceyar@state.tx.us#mailto:nsexceyar@state.tx.us#,Saginaw
2/16/2020,eBooks,Cartesian Robots,12.99,4,51.96,bissonrn@wufoo.com#mailto:bissonrn@wufoo.com#,Minneapolis
2/16/2020,eBooks,Helicopter Drones,20.95,3,62.85,lhacardic@drupal.org#mailto:lhacardic@drupal.org#,Knoxville
2/16/2020,eBooks,Polar Robots,23.99,2,47.98,arudingerbh@nps.gov#mailto:arudingerbh@nps.gov#,Odessa
2/16/2020,Robots,RLK-9920 Robot,699,3,2097,dotteyf0@scribd.com#mailto:dotteyf0@scribd.com#,Aiken
2/16/2020,Training Videos,Virtual Reality Basics,29.99,3,89.97,nbukacrm@nymag.com#mailto:nbukacrm@nymag.com#,Salt Lake City
2/17/2020,eBooks,Helicopter Drones,20.95,4,83.8,llespercx@com.com#mailto:llespercx@com.com#,Des Moines
2/17/2020,Training Videos,Understanding Drone Regulations,27.5,3,82.5,jdowlingn3@google.it#mailto:jdowlingn3@google.it#,Saginaw
2/18/2020,Blueprints,Bsquare Robot Blueprint,8.99,4,35.96,mponde11@cnet.com#mailto:mponde11@cnet.com#,Boise
2/18/2020,Drone Kits,BYOD-100,54,5,270,rmateikogg@merriam-webster.com#mailto:rmateikogg@merriam-webster.com#,El Paso
2/18/2020,Drone Kits,BYOD-400S,129.95,6,779.7,dstuartil@dmoz.org#mailto:dstuartil@dmoz.org#,Little Rock
2/18/2020,Drone Kits,BYOD-500,167,4,668,mbrabenderar@wikipedia.org#mailto:mbrabenderar@wikipedia.org#,Miami
2/18/2020,Drones,DA-SA702 Drone,399,5,1995,nfulham5t@fda.gov#mailto:nfulham5t@fda.gov#,San Francisco
2/18/2020,eBooks,Building Your First Robot,24.95,4,99.8,bstichelom@adobe.com#mailto:bstichelom@adobe.com#,Garland
2/18/2020,Training Videos,Understanding Raspberry PI,28.99,3,86.97,hhaw9q@answers.com#mailto:hhaw9q@answers.com#,Boise
2/19/2020,eBooks,RTF Drones,16.99,2,33.98,eweedeneb@google.ca#mailto:eweedeneb@google.ca#,Erie
2/19/2020,Robots,RQTE-554 Robot,684,6,4104,cbentinckn0@indiegogo.com#mailto:cbentinckn0@indiegogo.com#,New York City
2/20/2020,Blueprints,Sleepy Eye Blueprint,11.99,5,59.95,enardipv@networkadvertising.org#mailto:enardipv@networkadvertising.org#,Cape Coral
2/20/2020,Drone Kits,BYOD-300,89,4,356,cciobutaru6v@netlog.com#mailto:cciobutaru6v@netlog.com#,Charlotte
2/20/2020,Drone Kits,BYOD-350,89.95,5,449.75,clanneyiu@imdb.com#mailto:clanneyiu@imdb.com#,Canton
2/20/2020,eBooks,Delta Robots,16.99,4,67.96,cgallehockkf@xinhuanet.com#mailto:cgallehockkf@xinhuanet.com#,Denver
2/21/2020,Blueprints,Creature Robot Arms Blueprint,12,3,36,msuggettgh@php.net#mailto:msuggettgh@php.net#,Cincinnati
2/21/2020,Blueprints,Ladybug Robot Blueprint,12,3,36,ksmeetongu@wordpress.com#mailto:ksmeetongu@wordpress.com#,Tulsa
2/21/2020,Blueprints,Panda Robot Blueprint,7.99,5,39.95,hbrisleygo@telegraph.co.uk#mailto:hbrisleygo@telegraph.co.uk#,Omaha
2/21/2020,Drone Kits,BYOD-400S,129.95,2,259.9,bcumberpatchjr@auda.org.au#mailto:bcumberpatchjr@auda.org.au#,Birmingham
2/21/2020,Drone Kits,BYOD-550,179,5,895,bmackintoshiu@google.co.jp#mailto:bmackintoshiu@google.co.jp#,Lincoln
2/21/2020,eBooks,Spherical Robots,16.75,4,67,ophythianpt@princeton.edu#mailto:ophythianpt@princeton.edu#,Evansville
2/21/2020,Robots,RLK-9920 Robot,699,5,3495,bshavelo8@ihg.com#mailto:bshavelo8@ihg.com#,Atlanta
2/21/2020,Training Videos,Aerial Security,36.99,3,110.97,ravardff@yelp.com#mailto:ravardff@yelp.com#,Oakland
2/21/2020,Training Videos,Understanding Drone Regulations,27.5,5,137.5,fphebee40@seattletimes.com#mailto:fphebee40@seattletimes.com#,South Bend
2/22/2020,Blueprints,Hexacopter Drone Blueprint,8.99,4,35.96,bgraceg3@nih.gov#mailto:bgraceg3@nih.gov#,Grand Junction
2/24/2020,Blueprints,Sleepy Eye Blueprint,11.99,2,23.98,dmcgrortyin@google.co.jp#mailto:dmcgrortyin@google.co.jp#,Elizabeth
2/24/2020,Drone Kits,BYOD-100,54,1,54,ogottschalk7l@vinaora.com#mailto:ogottschalk7l@vinaora.com#,Minneapolis
2/24/2020,eBooks,Spherical Robots,16.75,2,33.5,slocockig@wp.com#mailto:slocockig@wp.com#,New Haven
2/24/2020,Robot Kits,BYOR-2640S,189,2,378,awalshj1@dell.com#mailto:awalshj1@dell.com#,Mesa
2/24/2020,Training Videos,Robotic Essentials,34.99,2,69.98,bdej@posterous.com#mailto:bdej@posterous.com#,Corpus Christi
2/24/2020,Training Videos,Understanding Raspberry PI,28.99,1,28.99,mscutter9h@skype.com#mailto:mscutter9h@skype.com#,Newark
2/25/2020,Blueprints,Creature Robot Arms Blueprint,12,4,48,gbrushneenmt@gnu.org#mailto:gbrushneenmt@gnu.org#,Peoria
2/25/2020,Blueprints,Ladybug Robot Blueprint,12,3,36,nyersonp5@mlb.com#mailto:nyersonp5@mlb.com#,Lafayette
2/25/2020,Drones,DTE-QFN20 Drone,250,2,500,sixer2o@wikipedia.org#mailto:sixer2o@wikipedia.org#,Mobile
2/25/2020,eBooks,GPS Drones,19.99,5,99.95,kbulfordiz@friendfeed.com#mailto:kbulfordiz@friendfeed.com#,Saint Louis
2/25/2020,eBooks,Helicopter Drones,20.95,3,62.85,jponsford2o@booking.com#mailto:jponsford2o@booking.com#,El Paso
2/25/2020,eBooks,Spherical Robots,16.75,1,16.75,thamil87@telegraph.co.uk#mailto:thamil87@telegraph.co.uk#,Detroit
2/25/2020,eBooks,Understanding Arduino,17.5,3,52.5,cbunnellma@google.nl#mailto:cbunnellma@google.nl#,Memphis
2/25/2020,eBooks,Understanding Artificial Intelligence,19.5,1,19.5,gsemered1u@dot.gov#mailto:gsemered1u@dot.gov#,Washington
2/25/2020,Robot Kits,BYOR-4005,245,3,735,kgarroldqn@blogtalkradio.com#mailto:kgarroldqn@blogtalkradio.com#,Evansville
2/25/2020,Robots,RCB-889 Robot,549,3,1647,hcoultercx@sciencedaily.com#mailto:hcoultercx@sciencedaily.com#,Inglewood
2/26/2020,Drone Kits,BYOD-400,119,3,357,smarojq@odnoklassniki.ru#mailto:smarojq@odnoklassniki.ru#,Philadelphia
2/26/2020,eBooks,Fixed Wing Drones,15.5,2,31,epetegreem0@hhs.gov#mailto:epetegreem0@hhs.gov#,Spokane
2/26/2020,eBooks,Multi Rotor Drones,24.95,3,74.85,lditchnu@mlb.com#mailto:lditchnu@mlb.com#,Beaufort
2/26/2020,eBooks,Polar Robots,23.99,4,95.96,pwallmanam@booking.com#mailto:pwallmanam@booking.com#,Stamford
2/26/2020,eBooks,Understanding Arduino,17.5,5,87.5,woxleemg@europa.eu#mailto:woxleemg@europa.eu#,Miami
2/26/2020,Training Videos,Open Source Code,32.95,5,164.75,hgeeraerteh@npr.org#mailto:hgeeraerteh@npr.org#,Clearwater
2/27/2020,Robot Kits,BYOR-1000,189,4,756,mmitroshinovr@sfgate.com#mailto:mmitroshinovr@sfgate.com#,San Francisco
2/27/2020,Training Videos,Drone Video Techniques,37.99,4,151.96,szollner5m@skype.com#mailto:szollner5m@skype.com#,San Diego
2/28/2020,Drones,DTI-84 Drone,455,4,1820,emcrory6y@mac.com#mailto:emcrory6y@mac.com#,Birmingham
2/28/2020,eBooks,Building Your First Robot,24.95,4,99.8,sdixceekl@vkontakte.ru#mailto:sdixceekl@vkontakte.ru#,Lafayette
2/28/2020,eBooks,Helicopter Drones,20.95,5,104.75,rpittsel@t.co#mailto:rpittsel@t.co#,Savannah
2/28/2020,eBooks,Spherical Robots,16.75,4,67,psherrottp2@e-recht24.de#mailto:psherrottp2@e-recht24.de#,Newark
2/28/2020,Robots,RXW-9807 Robot,599,3,1797,aduberryoq@hugedomains.com#mailto:aduberryoq@hugedomains.com#,Trenton
2/29/2020,eBooks,Single Rotor Drones,14.99,1,14.99,abrokeqg@ihg.com#mailto:abrokeqg@ihg.com#,Los Angeles
2/29/2020,Robots,RCB-889 Robot,549,5,2745,rhutchin7y@springer.com#mailto:rhutchin7y@springer.com#,Washington
3/1/2020,Blueprints,Creature Robot Arms Blueprint,12,4,48,hjammeqo@comcast.net#mailto:hjammeqo@comcast.net#,Santa Rosa
3/1/2020,Drone Kits,BYOD-300,89,3,267,mbermingham2d@php.net#mailto:mbermingham2d@php.net#,Chico
3/1/2020,eBooks,Helicopter Drones,20.95,3,62.85,wkilcullenij@canalblog.com#mailto:wkilcullenij@canalblog.com#,Lancaster
3/1/2020,Robot Kits,BYOR-1500,189,2,378,ecleworthcq@hp.com#mailto:ecleworthcq@hp.com#,Columbus
3/1/2020,Robots,RCB-889 Robot,549,3,1647,dhoultek@exblog.jp#mailto:dhoultek@exblog.jp#,Los Angeles
3/2/2020,Blueprints,QuadroCopter Blueprint,10.99,5,54.95,jmckirtonb6@merriam-webster.com#mailto:jmckirtonb6@merriam-webster.com#,Kansas City
3/2/2020,Blueprints,Sleepy Eye Blueprint,11.99,2,23.98,mheaps55@usatoday.com#mailto:mheaps55@usatoday.com#,Saint Paul
3/2/2020,Drone Kits,BYOD-200,58.95,2,117.9,eblackader1@timesonline.co.uk#mailto:eblackader1@timesonline.co.uk#,Stockton
3/2/2020,Drone Kits,BYOD-350,89.95,5,449.75,nkippax2j@auda.org.au#mailto:nkippax2j@auda.org.au#,Washington
3/2/2020,Drones,DTD-7000 Drone,450,4,1800,gsweeting7t@w3.org#mailto:gsweeting7t@w3.org#,Silver Spring
3/2/2020,Drones,DTE-QFN20 Drone,250,4,1000,mswabye5@time.com#mailto:mswabye5@time.com#,Minneapolis
3/2/2020,eBooks,Delta Robots,16.99,2,33.98,pleberkj@sitemeter.com#mailto:pleberkj@sitemeter.com#,Billings
3/2/2020,Robot Kits,BYOR-1000,189,4,756,vrennocks5n@ow.ly#mailto:vrennocks5n@ow.ly#,Evansville
3/2/2020,Training Videos,Drone Video Techniques,37.99,2,75.98,acristoferid8@bigcartel.com#mailto:acristoferid8@bigcartel.com#,Simi Valley
3/3/2020,Drones,DC-304 Drone,395,3,1185,jeasterop@tinypic.com#mailto:jeasterop@tinypic.com#,Washington
3/3/2020,eBooks,Delta Robots,16.99,3,50.97,jhallidayrl@dell.com#mailto:jhallidayrl@dell.com#,Portland
3/3/2020,eBooks,Fixed Wing Drones,15.5,4,62,pjermeyqp@hugedomains.com#mailto:pjermeyqp@hugedomains.com#,Santa Fe
3/3/2020,Robot Kits,BYOR-3000,214,3,642,owalshjg@si.edu#mailto:owalshjg@si.edu#,Chicago
3/3/2020,Robots,MICR-23K Robot,899,1,899,ahardym@soup.io#mailto:ahardym@soup.io#,Madison
3/3/2020,Robots,RCB-889 Robot,549,3,1647,rshielcz@photobucket.com#mailto:rshielcz@photobucket.com#,Brooklyn
3/3/2020,Robots,RWW-75 Robot,883,5,4415,afanning12@dmoz.org#mailto:afanning12@dmoz.org#,Arlington
3/3/2020,Training Videos,Industrial 3D Printing,49,2,98,ncockettj0@ibm.com#mailto:ncockettj0@ibm.com#,Richmond
3/3/2020,Training Videos,Understanding Raspberry PI,28.99,3,86.97,mbraunstonn3@histats.com#mailto:mbraunstonn3@histats.com#,Brooklyn
3/4/2020,Blueprints,Panda Robot Blueprint,7.99,2,15.98,shasnip86@qq.com#mailto:shasnip86@qq.com#,Tucson
3/4/2020,Drone Kits,BYOD-500,167,1,167,idurnillms@vinaora.com#mailto:idurnillms@vinaora.com#,Fresno
3/4/2020,eBooks,Photograph Drones,14.99,5,74.95,rhargreaves2e@gizmodo.com#mailto:rhargreaves2e@gizmodo.com#,Columbus
3/5/2020,Training Videos,Robotic Essentials,34.99,4,139.96,dlevermoremw@amazon.de#mailto:dlevermoremw@amazon.de#,New York City
3/6/2020,Drone Kits,BYOD-200,58.95,2,117.9,rkeelanoc@yolasite.com#mailto:rkeelanoc@yolasite.com#,Trenton
3/6/2020,Drone Kits,BYOD-300,89,3,267,vilyinskioe@amazonaws.com#mailto:vilyinskioe@amazonaws.com#,Oklahoma City
3/6/2020,eBooks,Photograph Drones,14.99,1,14.99,mousley1o@pcworld.com#mailto:mousley1o@pcworld.com#,Boynton Beach
3/7/2020,Blueprints,Ladybug Robot Blueprint,12,5,60,gbonde90@vimeo.com#mailto:gbonde90@vimeo.com#,San Francisco
3/7/2020,Drones,DA-SA702 Drone,399,5,1995,klyer8@fotki.com#mailto:klyer8@fotki.com#,Syracuse
3/7/2020,Robot Kits,BYOR-1000,189,5,945,olakesar@tripadvisor.com#mailto:olakesar@tripadvisor.com#,Saint Petersburg
3/7/2020,Training Videos,Mapping with Drones,49,4,196,enardipv@networkadvertising.org#mailto:enardipv@networkadvertising.org#,Cape Coral
3/8/2020,Drones,DC-304 Drone,395,5,1975,achristolqa@networksolutions.com#mailto:achristolqa@networksolutions.com#,Charleston
3/8/2020,eBooks,Delta Robots,16.99,5,84.95,pbracec3@shinystat.com#mailto:pbracec3@shinystat.com#,Columbia
3/8/2020,Robot Kits,BYOR-1500,189,2,378,rbalogiw@arstechnica.com#mailto:rbalogiw@arstechnica.com#,Birmingham
3/8/2020,Robots,RQTE-554 Robot,684,1,684,pleberkj@sitemeter.com#mailto:pleberkj@sitemeter.com#,Billings
3/9/2020,Drones,MICR-564K Drone,499,1,499,mtebbitk9@constantcontact.com#mailto:mtebbitk9@constantcontact.com#,Asheville
3/9/2020,eBooks,Drone Building Essentials,13.99,6,83.94,ctaceydb@hp.com#mailto:ctaceydb@hp.com#,Milwaukee
3/9/2020,Robot Kits,BYOR-1000,189,4,756,bscoginm3@yelp.com#mailto:bscoginm3@yelp.com#,Saint Louis
3/9/2020,Robots,MICR-23K Robot,899,3,2697,ajentzschl1@de.vu#mailto:ajentzschl1@de.vu#,Fullerton
3/9/2020,Training Videos,Industrial 3D Printing,49,6,294,jramsbothamly@pagesperso-orange.fr#mailto:jramsbothamly@pagesperso-orange.fr#,Topeka
3/9/2020,Training Videos,Virtual Reality Basics,29.99,3,89.97,vhaslam4m@mit.edu#mailto:vhaslam4m@mit.edu#,Springfield
3/10/2020,Blueprints,All Eyes Drone Blueprint,9.99,3,29.97,hcubberley92@devhub.com#mailto:hcubberley92@devhub.com#,Aurora
3/10/2020,eBooks,Delta Robots,16.99,2,33.98,aloniep3@pinterest.com#mailto:aloniep3@pinterest.com#,Bellevue
3/10/2020,Robot Kits,BYOR-2640S,189,4,756,tmcgarry75@narod.ru#mailto:tmcgarry75@narod.ru#,Washington
3/10/2020,Training Videos,Drone Video Techniques,37.99,1,37.99,ssouttarmb@senate.gov#mailto:ssouttarmb@senate.gov#,Austin
3/11/2020,Blueprints,Panda Robot Blueprint,7.99,4,31.96,cloinsjc@mail.ru#mailto:cloinsjc@mail.ru#,Oklahoma City
3/11/2020,Blueprints,Sleepy Eye Blueprint,11.99,3,35.97,spumfreyhi@hp.com#mailto:spumfreyhi@hp.com#,Baton Rouge
3/11/2020,Robot Kits,BYOR-3000,214,3,642,jdeaconsonqb@usgs.gov#mailto:jdeaconsonqb@usgs.gov#,Winston Salem
3/12/2020,Blueprints,Panda Robot Blueprint,7.99,2,15.98,bandrickao@smugmug.com#mailto:bandrickao@smugmug.com#,Sterling
3/12/2020,eBooks,Articulated Robots,23.99,3,71.97,tpickworth4k@rambler.ru#mailto:tpickworth4k@rambler.ru#,Charlotte
3/12/2020,Robot Kits,BYOR-3535,225,2,450,dmarrillb5@sina.com.cn#mailto:dmarrillb5@sina.com.cn#,Irving
3/12/2020,Robots,RLK-9920 Robot,699,3,2097,selliottqs@google.cn#mailto:selliottqs@google.cn#,Wichita
3/13/2020,Blueprints,Sleepy Eye Blueprint,11.99,4,47.96,jsimonsence@vimeo.com#mailto:jsimonsence@vimeo.com#,Silver Spring
3/13/2020,Drones,DC-304 Drone,395,5,1975,trippenig@wunderground.com#mailto:trippenig@wunderground.com#,Moreno Valley
3/13/2020,Drones,DX-145 Drone,250,5,1250,fraylton54@fema.gov#mailto:fraylton54@fema.gov#,Englewood
3/13/2020,Robots,RCB-889 Robot,549,2,1098,acrippsgt@si.edu#mailto:acrippsgt@si.edu#,Dallas
3/13/2020,Robots,RWW-75 Robot,883,4,3532,lchippindallnr@reddit.com#mailto:lchippindallnr@reddit.com#,Washington
3/14/2020,Robot Kits,BYOR-2640S,189,5,945,respinosard@ebay.com#mailto:respinosard@ebay.com#,Terre Haute
3/14/2020,Training Videos,AI for Educators,49.95,5,249.75,abentleyx@miitbeian.gov.cn#mailto:abentleyx@miitbeian.gov.cn#,Atlanta
3/14/2020,Training Videos,Understanding Raspberry PI,28.99,3,86.97,bveallbd@newsvine.com#mailto:bveallbd@newsvine.com#,Lexington
3/15/2020,Blueprints,Cat Robot Blueprint,4.99,1,4.99,mpossekfo@google.nl#mailto:mpossekfo@google.nl#,Flushing
3/15/2020,Blueprints,Sleepy Eye Blueprint,11.99,4,47.96,hantonetti31@wix.com#mailto:hantonetti31@wix.com#,Chattanooga
3/15/2020,Drone Kits,BYOD-550,179,4,716,wbernolet9v@ft.com#mailto:wbernolet9v@ft.com#,Appleton
3/15/2020,eBooks,Polar Robots,23.99,1,23.99,rwadelinga6@bloglovin.com#mailto:rwadelinga6@bloglovin.com#,Lexington
3/15/2020,Robot Kits,BYOR-2640S,189,2,378,jdobbinson6o@globo.com#mailto:jdobbinson6o@globo.com#,Odessa
3/16/2020,Robot Kits,BYOR-1500,189,3,567,dscracehm@google.ru#mailto:dscracehm@google.ru#,Houston
3/16/2020,Robots,RQTE-554 Robot,684,3,2052,lpettusgl@domainmarket.com#mailto:lpettusgl@domainmarket.com#,Saint Louis
3/16/2020,Robots,RXW-9807 Robot,599,4,2396,gkingegn@pinterest.com#mailto:gkingegn@pinterest.com#,Sacramento
3/17/2020,Blueprints,Creature Robot Arms Blueprint,12,6,72,crubbens6t@disqus.com#mailto:crubbens6t@disqus.com#,Houston
3/17/2020,Drones,MICR-564K Drone,499,5,2495,posbanmn@redcross.org#mailto:posbanmn@redcross.org#,Sacramento
3/17/2020,eBooks,Cartesian Robots,12.99,2,25.98,ebartelsellisll@va.gov#mailto:ebartelsellisll@va.gov#,Rockford
3/17/2020,eBooks,Fixed Wing Drones,15.5,3,46.5,bscophamor@homestead.com#mailto:bscophamor@homestead.com#,Durham
3/17/2020,Robots,RQTE-554 Robot,684,3,2052,bwansburyfy@cbsnews.com#mailto:bwansburyfy@cbsnews.com#,Manchester
3/17/2020,Training Videos,Mapping with Drones,49,5,245,bhoys51@smh.com.au#mailto:bhoys51@smh.com.au#,Rochester
3/18/2020,Blueprints,Sleepy Eye Blueprint,11.99,1,11.99,asouthallg@sohu.com#mailto:asouthallg@sohu.com#,Daytona Beach
3/18/2020,Blueprints,Sleepy Eye Blueprint,11.99,6,71.94,lstaines64@issuu.com#mailto:lstaines64@issuu.com#,Modesto
3/18/2020,eBooks,SCARA Robots,19.5,3,58.5,tocriane96@flavors.me#mailto:tocriane96@flavors.me#,Little Rock
3/18/2020,Robots,MICR-23K Robot,899,3,2697,claurenzibt@noaa.gov#mailto:claurenzibt@noaa.gov#,Pompano Beach
3/19/2020,Blueprints,Bsquare Robot Blueprint,8.99,3,26.97,nseagood4@paginegialle.it#mailto:nseagood4@paginegialle.it#,Houston
3/19/2020,Drone Kits,BYOD-500,167,4,668,aambrosi3s@sogou.com#mailto:aambrosi3s@sogou.com#,Albany
3/20/2020,Blueprints,QuadroCopter Blueprint,10.99,4,43.96,jharborowia@rambler.ru#mailto:jharborowia@rambler.ru#,Dayton
3/20/2020,eBooks,Delivery Drones,14.99,3,44.97,lhydermu@microsoft.com#mailto:lhydermu@microsoft.com#,Oakland
3/20/2020,Robots,RCB-889 Robot,549,5,2745,rtomkinson47@nbcnews.com#mailto:rtomkinson47@nbcnews.com#,Denver
3/21/2020,Blueprints,Cat Robot Blueprint,4.99,6,29.94,bdrewclifton8y@nps.gov#mailto:bdrewclifton8y@nps.gov#,Inglewood
3/21/2020,Blueprints,Sleepy Eye Blueprint,11.99,4,47.96,cchadwickg2@craigslist.org#mailto:cchadwickg2@craigslist.org#,Bakersfield
3/21/2020,Drone Kits,BYOD-400,119,4,476,tokeaveny41@fastcompany.com#mailto:tokeaveny41@fastcompany.com#,Houston
3/21/2020,Robot Kits,BYOR-4005,245,5,1225,maynoldrp@typepad.com#mailto:maynoldrp@typepad.com#,Madison
3/21/2020,Training Videos,Industrial 3D Printing,49,3,147,mrodmellaf@feedburner.com#mailto:mrodmellaf@feedburner.com#,Salt Lake City
3/22/2020,Blueprints,Bsquare Robot Blueprint,8.99,4,35.96,ofedoronkonk@salon.com#mailto:ofedoronkonk@salon.com#,Sunnyvale
3/22/2020,Blueprints,Sleepy Eye Blueprint,11.99,1,11.99,yodalyoa@bing.com#mailto:yodalyoa@bing.com#,Trenton
3/22/2020,Drone Kits,BYOD-400S,129.95,4,519.8,achristolqa@networksolutions.com#mailto:achristolqa@networksolutions.com#,Charleston
3/22/2020,eBooks,Helicopter Drones,20.95,5,104.75,ehynardgc@slashdot.org#mailto:ehynardgc@slashdot.org#,Hamilton
3/22/2020,Robot Kits,BYOR-1500,189,5,945,lstubbinsmv@livejournal.com#mailto:lstubbinsmv@livejournal.com#,Chattanooga
3/22/2020,Training Videos,Understanding 3D Printing,42.99,4,171.96,eweedeneb@google.ca#mailto:eweedeneb@google.ca#,Erie
3/23/2020,Blueprints,Ladybug Robot Blueprint,12,1,12,abentleyx@miitbeian.gov.cn#mailto:abentleyx@miitbeian.gov.cn#,Atlanta
3/23/2020,eBooks,Building Your Own Drone,24.99,4,99.96,rlafayette8x@prlog.org#mailto:rlafayette8x@prlog.org#,Burbank
3/23/2020,eBooks,Delta Robots,16.99,4,67.96,mtollidayo5@plala.or.jp#mailto:mtollidayo5@plala.or.jp#,Peoria
3/23/2020,Training Videos,Robotic Essentials,34.99,5,174.95,acorneyoq@uol.com.br#mailto:acorneyoq@uol.com.br#,Columbia
3/24/2020,Drone Kits,BYOD-200,58.95,3,176.85,dgeockleoi@wiley.com#mailto:dgeockleoi@wiley.com#,Ocala
3/24/2020,Drone Kits,BYOD-400,119,5,595,wahmedqj@shareasale.com#mailto:wahmedqj@shareasale.com#,Charleston
3/24/2020,eBooks,Building Your Own Drone,24.99,3,74.97,bcrowthergs@cyberchimps.com#mailto:bcrowthergs@cyberchimps.com#,Tucson
3/24/2020,Training Videos,Open Source Code,32.95,4,131.8,akleinmintz3g@xing.com#mailto:akleinmintz3g@xing.com#,Littleton
3/24/2020,Training Videos,Robotic Essentials,34.99,4,139.96,dmeaddowcrofth8@meetup.com#mailto:dmeaddowcrofth8@meetup.com#,Tacoma
3/25/2020,Drone Kits,BYOD-200,58.95,4,235.8,amcgeorgeog@wp.com#mailto:amcgeorgeog@wp.com#,Joliet
3/25/2020,Drones,DA-SA702 Drone,399,2,798,pshellshearmk@photobucket.com#mailto:pshellshearmk@photobucket.com#,Lafayette
3/26/2020,Blueprints,All Eyes Drone Blueprint,9.99,2,19.98,mphysickms@vistaprint.com#mailto:mphysickms@vistaprint.com#,Boise
